"70BCSV 	",
// AQ6370D OPTICAL SPECTRUM ANALYZER //                 ,
35,
CTRWL,1500
SPAN,200
START WL,1400
STOP WL,1600
WLFREQ,0
REFL,-70
LSCL,5
RESLN,2
AVG,1
SMPLAUTO,1
SMPL,501
SMPLINTVL,0.4
HIGH3,
MEAS,
LSUNT,1
NMSKH,OFF
RESCOR,0
RESCORMODE,2
SMOOTH,0
FIBERTYPE,0
MEASWL,1
SWPSPD,1
MODELNAME,AQ6370D
NEBWCAL0,0
NEBWCAL1,0
NEBWCALWL,0
RESPARM,10047
FREQPARM,10047
,
,
,
,
,
,
,
[TRACE DATA],
1400,-88.85527355
1400.4,-88.9850111
1400.8,-89.11898044
1401.2,-89.25677022
1401.6,-89.39794498
1402,-89.54204802
1402.4,-89.68860439
1402.8,-89.83712405
1403.2,-89.98710503
1403.6,-90.13803682
1404,-90.28940365
1404.4,-90.44068788
1404.8,-90.59137339
1405.2,-90.74094882
1405.6,-90.88891093
1406,-91.0347677
1406.4,-91.17804145
1406.8,-91.31827176
1407.2,-91.45501828
1407.6,-91.58786334
1408,-91.71641436
1408.4,-91.84030609
1408.8,-91.95920257
1409.2,-92.07279883
1409.6,-92.18082241
1410,-92.28303449
1410.4,-92.37923083
1410.8,-92.46924237
1411.2,-92.55293552
1411.6,-92.63021222
1412,-92.70100962
1412.4,-92.76529959
1412.8,-92.82308782
1413.2,-92.8744128
1413.6,-92.91934443
1414,-92.95798249
1414.4,-92.99045487
1414.8,-93.01691556
1415.2,-93.03754261
1415.6,-93.05253573
1416,-93.06211401
1416.4,-93.06651331
1416.8,-93.06598378
1417.2,-93.06078713
1417.6,-93.05119406
1418,-93.03748156
1418.4,-93.01993027
1418.8,-92.99882196
1419.2,-92.97443694
1419.6,-92.94705177
1420,-92.91693691
1420.4,-92.88435463
1420.8,-92.84955709
1421.2,-92.81278454
1421.6,-92.77426379
1422,-92.73420687
1422.4,-92.69280986
1422.8,-92.6502521
1423.2,-92.60669545
1423.6,-92.56228392
1424,-92.51714348
1424.4,-92.4713821
1424.8,-92.42509002
1425.2,-92.37834022
1425.6,-92.33118911
1426,-92.28367735
1426.4,-92.23583093
1426.8,-92.18766226
1427.2,-92.13917155
1427.6,-92.0903481
1428,-92.04117184
1428.4,-91.99161481
1428.8,-91.9416427
1429.2,-91.89121638
1429.6,-91.84029344
1430,-91.78882969
1430.4,-91.73678054
1430.8,-91.6841024
1431.2,-91.63075395
1431.6,-91.57669732
1432,-91.52189916
1432.4,-91.46633166
1432.8,-91.40997335
1433.2,-91.35280992
1433.6,-91.29483477
1434,-91.2360496
1434.4,-91.17646474
1434.8,-91.11609947
1435.2,-91.05498215
1435.6,-90.99315029
1436,-90.93065048
1436.4,-90.86753821
1436.8,-90.80387765
1437.2,-90.73974127
1437.6,-90.6752094
1438,-90.61036972
1438.4,-90.54531667
1438.8,-90.48015082
1439.2,-90.41497818
1439.6,-90.34990945
1440,-90.28505933
1440.4,-90.22054576
1440.8,-90.15648916
1441.2,-90.0930117
1441.6,-90.03023663
1442,-89.96828755
1442.4,-89.90728773
1442.8,-89.84735955
1443.2,-89.78862384
1443.6,-89.73119939
1444,-89.67520238
1444.4,-89.62074599
1444.8,-89.56793991
1445.2,-89.51689006
1445.6,-89.4676982
1446,-89.42046174
1446.4,-89.37527344
1446.8,-89.33222131
1447.2,-89.2913884
1447.6,-89.25285276
1448,-89.21668734
1448.4,-89.18295997
1448.8,-89.15173335
1449.2,-89.12306513
1449.6,-89.09700795
1450,-89.07360956
1450.4,-89.05291296
1450.8,-89.03495661
1451.2,-89.01977459
1451.6,-89.0073969
