Date,Comment,CF,SPAN,REP_RATE,POWER,Sens,Res,Interval,SAMPLINGS_NUMBER,Concentration [ppm],Concentration [%],Concentration [mol/L]=[M],Wavelength
2023_05_10_13_00_25_154722,,241.6548,50,78.56MHz,8,HIGH2,1nm <0.820nm>,0.0,1,339.9699592875317,3399699.592875317,0.009713427408215191,200.0436
2023_05_10_13_00_25_154722,,241.6548,50,78.56MHz,8,HIGH2,1nm <0.820nm>,1.0,1,329.24073918575084,3292407.3918575086,0.009406878262450024,200.0436
2023_05_10_13_00_25_154722,,241.6548,50,78.56MHz,8,HIGH2,1nm <0.820nm>,2.0,1,334.091844783715,3340918.4478371497,0.009545481279534713,200.0436
2023_05_10_13_00_25_154722,,241.6548,50,78.56MHz,8,HIGH2,1nm <0.820nm>,3.0,1,330.20755852417346,3302075.5852417345,0.009434501672119242,200.0436
2023_05_10_13_00_25_154722,,241.6548,50,78.56MHz,8,HIGH2,1nm <0.820nm>,4.0,1,333.11821119592884,3331182.1119592884,0.009517663177026538,200.0436
2023_05_10_13_00_25_154722,,241.6548,50,78.56MHz,8,HIGH2,1nm <0.820nm>,5.0,1,329.7239376590331,3297239.3765903306,0.009420683933115232,200.0436
2023_05_10_13_00_25_154722,,241.6548,50,78.56MHz,8,HIGH2,1nm <0.820nm>,6.0,1,340.4626361323156,3404626.361323156,0.009727503889494732,200.0436
2023_05_10_13_00_25_154722,,241.6548,50,78.56MHz,8,HIGH2,1nm <0.820nm>,7.0,1,338.0036310432575,3380036.3104325747,0.009657246601235929,200.0436
2023_05_10_13_00_25_154722,,241.6548,50,78.56MHz,8,HIGH2,1nm <0.820nm>,8.0,1,332.1462888040711,3321462.888040711,0.009489893965830602,200.0436
2023_05_10_13_00_25_154722,,241.6548,50,78.56MHz,8,HIGH2,1nm <0.820nm>,9.0,1,337.5131412213744,3375131.4122137437,0.009643232606324983,200.0436
2023_05_10_13_00_25_154722,,241.6548,50,78.56MHz,8,HIGH2,1nm <0.820nm>,9.9995,1,327.31215903307873,3273121.5903307875,0.009351775972373678,200.0436
2023_05_10_13_00_25_154722,,241.6548,50,78.56MHz,8,HIGH2,1nm <0.820nm>,11.0,1,336.04427735369,3360442.7735369,0.009601265067248286,200.0436
2023_05_10_13_00_25_154722,,241.6548,50,78.56MHz,8,HIGH2,1nm <0.820nm>,11.9995,1,331.1760737913485,3311760.7379134847,0.009462173536895671,200.0436
2023_05_10_13_00_25_154722,,241.6548,50,78.56MHz,8,HIGH2,1nm <0.820nm>,13.0,1,336.04427735369,3360442.7735369,0.009601265067248286,200.0436
2023_05_10_13_00_25_154722,,241.6548,50,78.56MHz,8,HIGH2,1nm <0.820nm>,14.0,1,333.11821119592884,3331182.1119592884,0.009517663177026538,200.0436
2023_05_10_13_00_25_154722,,241.6548,50,78.56MHz,8,HIGH2,1nm <0.820nm>,15.0,1,330.20755852417346,3302075.5852417345,0.009434501672119242,200.0436
2023_05_10_13_00_25_154722,,241.6548,50,78.56MHz,8,HIGH2,1nm <0.820nm>,16.0,1,333.6048129770996,3336048.129770996,0.009531566085059989,200.0436
2023_05_10_13_00_25_154722,,241.6548,50,78.56MHz,8,HIGH2,1nm <0.820nm>,17.0,1,338.9859211195926,3389859.211195926,0.00968531203198836,200.0436
2023_05_10_13_00_25_154722,,241.6548,50,78.56MHz,8,HIGH2,1nm <0.820nm>,18.0,1,334.57930661577603,3345793.0661577606,0.009559408760450744,200.0436
