"70BCSV 	",
// AQ6370D OPTICAL SPECTRUM ANALYZER //                 ,
35,
CTRWL,1500
SPAN,200
START WL,1400
STOP WL,1600
WLFREQ,0
REFL,-70
LSCL,5
RESLN,2
AVG,1
SMPLAUTO,1
SMPL,501
SMPLINTVL,0.4
HIGH3,
MEAS,
LSUNT,1
NMSKH,OFF
RESCOR,0
RESCORMODE,2
SMOOTH,0
FIBERTYPE,0
MEASWL,1
SWPSPD,1
MODELNAME,AQ6370D
NEBWCAL0,0
NEBWCAL1,0
NEBWCALWL,0
RESPARM,10047
FREQPARM,10047
,
,
,
,
,
,
,
[TRACE DATA],
1400,-91.91995879
1400.4,-91.91922489
1400.8,-91.91849326
1401.2,-91.91769111
1401.6,-91.91673226
1402,-91.91551653
1402.4,-91.91392918
1402.8,-91.91184069
1403.2,-91.90910656
1403.6,-91.90556737
1404,-91.90104905
1404.4,-91.89536328
1404.8,-91.88830816
1405.2,-91.87966898
1405.6,-91.86921922
1406,-91.85672167
1406.4,-91.84192972
1406.8,-91.82458879
1407.2,-91.80443783
1407.6,-91.78121104
1408,-91.75463958
1408.4,-91.72445348
1408.8,-91.69038358
1409.2,-91.6521636
1409.6,-91.60953235
1410,-91.56223589
1410.4,-91.51002998
1410.8,-91.45268243
1411.2,-91.38997563
1411.6,-91.3217091
1412,-91.24770206
1412.4,-91.16779602
1412.8,-91.08185734
1413.2,-90.98977972
1413.6,-90.89148661
1414,-90.78693344
1414.4,-90.67610968
1414.8,-90.55904064
1415.2,-90.435789
1415.6,-90.30645597
1416,-90.17118212
1416.4,-90.03014777
1416.8,-89.88357297
1417.2,-89.73171709
1417.6,-89.57487782
1418,-89.41338987
1418.4,-89.24762308
1418.8,-89.07798022
1419.2,-88.90489426
1419.6,-88.72882539
1420,-88.55025763
1420.4,-88.36969525
1420.8,-88.18765895
1421.2,-88.00468191
1421.6,-87.82130579
1422,-87.63807669
1422.4,-87.4555412
1422.8,-87.27424254
1423.2,-87.09471688
1423.6,-86.91748979
1424,-86.74307302
1424.4,-86.57196138
1424.8,-86.40463001
1425.2,-86.24153178
1425.6,-86.08309502
1426,-85.92972143
1426.4,-85.78178425
1426.8,-85.63962657
1427.2,-85.50355988
1427.6,-85.37386272
1428,-85.2507795
1428.4,-85.13451942
1428.8,-85.02525552
1429.2,-84.92312384
1429.6,-84.82822263
1430,-84.74061178
1430.4,-84.66031227
1430.8,-84.58730585
1431.2,-84.52153487
1431.6,-84.4629023
1432,-84.41127201
1432.4,-84.36646932
1432.8,-84.3282818
1433.2,-84.29646042
1433.6,-84.27072102
1434,-84.25074615
1434.4,-84.23618727
1434.8,-84.22666723
1435.2,-84.22178323
1435.6,-84.22110998
1436,-84.22420324
1436.4,-84.23060359
1436.8,-84.23984045
1437.2,-84.25143626
1437.6,-84.2649108
1438,-84.2797856
1438.4,-84.29558837
1438.8,-84.31185737
1439.2,-84.32814581
1439.6,-84.344026
1440,-84.35909342
1440.4,-84.37297057
1440.8,-84.38531054
1441.2,-84.39580034
1441.6,-84.4041639
1442,-84.41016469
1442.4,-84.41360805
1442.8,-84.41434303
1443.2,-84.41226387
1443.6,-84.40731102
1444,-84.39947171
1444.4,-84.38878002
1444.8,-84.37531655
1445.2,-84.35920756
1445.6,-84.34062362
1446,-84.31977784
1446.4,-84.29692359
1446.8,-84.27235181
1447.2,-84.24638786
1447.6,-84.21938797
1448,-84.19173531
1448.4,-84.16383565
1448.8,-84.13611281
1449.2,-84.1090037
1449.6,-84.08295318
1450,-84.05840872
1450.4,-84.03581486
1450.8,-84.01560767
1451.2,-83.99820909
1451.6,-83.98402133
1452,-83.97342141
