"70BCSV 	",
// AQ6370D OPTICAL SPECTRUM ANALYZER //                 ,
35,
CTRWL,1500
SPAN,200
START WL,1400
STOP WL,1600
WLFREQ,0
REFL,-70
LSCL,5
RESLN,2
AVG,1
SMPLAUTO,1
SMPL,501
SMPLINTVL,0.4
HIGH3,
MEAS,
LSUNT,1
NMSKH,OFF
RESCOR,0
RESCORMODE,2
SMOOTH,0
FIBERTYPE,0
MEASWL,1
SWPSPD,1
MODELNAME,AQ6370D
NEBWCAL0,0
NEBWCAL1,0
NEBWCALWL,0
RESPARM,10047
FREQPARM,10047
,
,
,
,
,
,
,
[TRACE DATA],
1400,-91.27933678
1400.4,-91.27643198
1400.8,-91.27525987
1401.2,-91.27579436
1401.6,-91.2779809
1402,-91.28173564
1402.4,-91.28694463
1402.8,-91.29346348
1403.2,-91.30111718
1403.6,-91.30970031
1404,-91.31897748
1404.4,-91.32868415
1404.8,-91.33852773
1405.2,-91.348189
1405.6,-91.35732381
1406,-91.36556515
1406.4,-91.37252545
1406.8,-91.37779914
1407.2,-91.38096552
1407.6,-91.38159185
1408,-91.37923663
1408.4,-91.37345313
1408.8,-91.36379301
1409.2,-91.34981016
1409.6,-91.33106458
1410,-91.30712641
1410.4,-91.27757996
1410.8,-91.24202774
1411.2,-91.20009452
1411.6,-91.15143126
1412,-91.09571901
1412.4,-91.03267261
1412.8,-90.96204425
1413.2,-90.88362677
1413.6,-90.79725678
1414,-90.70281738
1414.4,-90.60024063
1414.8,-90.48950964
1415.2,-90.37066022
1415.6,-90.24378215
1416,-90.10902002
1416.4,-89.96657352
1416.8,-89.81669736
1417.2,-89.65970061
1417.6,-89.49594559
1418,-89.32584628
1418.4,-89.14986618
1418.8,-88.96851581
1419.2,-88.78234962
1419.6,-88.59196261
1420,-88.39798641
1420.4,-88.20108513
1420.8,-88.00195079
1421.2,-87.80129849
1421.6,-87.59986135
1422,-87.39838526
1422.4,-87.19762344
1422.8,-86.998331
1423.2,-86.80125931
1423.6,-86.60715051
1424,-86.41673197
1424.4,-86.23071092
1424.8,-86.04976915
1425.2,-85.8745579
1425.6,-85.70569307
1426,-85.54375051
1426.4,-85.38926179
1426.8,-85.24271016
1427.2,-85.10452696
1427.6,-84.97508831
1428,-84.85471236
1428.4,-84.74365685
1428.8,-84.64211716
1429.2,-84.55022486
1429.6,-84.46804672
1430,-84.39558424
1430.4,-84.33277368
1430.8,-84.2794866
1431.2,-84.23553094
1431.6,-84.20065263
1432,-84.17453766
1432.4,-84.15681469
1432.8,-84.14705823
1433.2,-84.14479212
1433.6,-84.14949365
1434,-84.16059795
1434.4,-84.17750289
1434.8,-84.1995743
1435.2,-84.22615141
1435.6,-84.25655272
1436,-84.29008198
1436.4,-84.32603434
1436.8,-84.36370265
1437.2,-84.40238378
1437.6,-84.44138494
1438,-84.48002995
1438.4,-84.5176653
1438.8,-84.55366617
1439.2,-84.58744203
1439.6,-84.61844209
1440,-84.64616028
1440.4,-84.67013987
1440.8,-84.68997768
1441.2,-84.70532769
1441.6,-84.71590422
1442,-84.72148447
1442.4,-84.72191054
1442.8,-84.71709073
1443.2,-84.70700028
1443.6,-84.69168149
1444,-84.67124308
1444.4,-84.64585901
1444.8,-84.61576661
1445.2,-84.58126407
1445.6,-84.54270738
1446,-84.5005066
1446.4,-84.45512168
1446.8,-84.40705769
1447.2,-84.35685964
1447.6,-84.30510685
1448,-84.25240694
1448.4,-84.19938954
1448.8,-84.14669976
1449.2,-84.09499142
1449.6,-84.0449202
1450,-83.99713675
1450.4,-83.95227977
1450.8,-83.9109692
1451.2,-83.87379962
1451.6,-83.84133373
1452,-83.81409631
