"70BCSV 	",
// AQ6370D OPTICAL SPECTRUM ANALYZER //                 ,
35,
CTRWL,1500
SPAN,200
START WL,1400
STOP WL,1600
WLFREQ,0
REFL,-70
LSCL,5
RESLN,2
AVG,1
SMPLAUTO,1
SMPL,501
SMPLINTVL,0.4
HIGH3,
MEAS,
LSUNT,1
NMSKH,OFF
RESCOR,0
RESCORMODE,2
SMOOTH,0
FIBERTYPE,0
MEASWL,1
SWPSPD,1
MODELNAME,AQ6370D
NEBWCAL0,0
NEBWCAL1,0
NEBWCALWL,0
RESPARM,10047
FREQPARM,10047
,
,
,
,
,
,
,
[TRACE DATA],
1400,-86.3419237
1400.4,-86.37438366
1400.8,-86.4073357
1401.2,-86.44073804
1401.6,-86.47454476
1402,-86.50870556
1402.4,-86.54316548
1402.8,-86.57786484
1403.2,-86.6127391
1403.6,-86.64771892
1404,-86.68273031
1404.4,-86.71769483
1404.8,-86.75252992
1405.2,-86.78714925
1405.6,-86.82146319
1406,-86.85537924
1406.4,-86.88880258
1406.8,-86.92163652
1407.2,-86.95378305
1407.6,-86.9851433
1408,-87.01561796
1408.4,-87.0451077
1408.8,-87.07351346
1409.2,-87.10073679
1409.6,-87.12668002
1410,-87.15124659
1410.4,-87.17434126
1410.8,-87.19587042
1411.2,-87.21574254
1411.6,-87.23386866
1412,-87.25016306
1412.4,-87.264544
1412.8,-87.27693466
1413.2,-87.28726405
1413.6,-87.29546804
1414,-87.30149034
1414.4,-87.30528351
1414.8,-87.30680987
1415.2,-87.3060423
1415.6,-87.302965
1416,-87.297574
1416.4,-87.28987764
1416.8,-87.27989671
1417.2,-87.26766455
1417.6,-87.25322687
1418,-87.23664144
1418.4,-87.21797759
1418.8,-87.19731564
1419.2,-87.17474623
1419.6,-87.15036948
1420,-87.12429427
1420.4,-87.09663729
1420.8,-87.0675222
1421.2,-87.03707861
1421.6,-87.00544106
1422,-86.9727479
1422.4,-86.93914012
1422.8,-86.90476005
1423.2,-86.86975008
1423.6,-86.83425128
1424,-86.79840208
1424.4,-86.76233689
1424.8,-86.72618484
1425.2,-86.69006846
1425.6,-86.65410247
1426,-86.61839262
1426.4,-86.58303459
1426.8,-86.54811292
1427.2,-86.51370012
1427.6,-86.47985578
1428,-86.44662591
1428.4,-86.41404234
1428.8,-86.3821222
1429.2,-86.35086768
1429.6,-86.32026582
1430,-86.29028849
1430.4,-86.26089255
1430.8,-86.23202025
1431.2,-86.20359975
1431.6,-86.17554592
1432,-86.1477613
1432.4,-86.12013734
1432.8,-86.09255574
1433.2,-86.06489008
1433.6,-86.03700745
1434,-86.00877031
1434.4,-85.98003841
1434.8,-85.95067067
1435.2,-85.92052717
1435.6,-85.88947105
1436,-85.8573704
1436.4,-85.82410006
1436.8,-85.78954337
1437.2,-85.75359381
1437.6,-85.71615656
1438,-85.67714994
1438.4,-85.6365068
1438.8,-85.59417576
1439.2,-85.55012251
1439.6,-85.5043309
1440,-85.45680399
1440.4,-85.40756505
1440.8,-85.35665839
1441.2,-85.30414999
1441.6,-85.25012801
1442,-85.19470308
1442.4,-85.13800834
1442.8,-85.08019926
1443.2,-85.02145316
1443.6,-84.96196852
1444,-84.90196394
1444.4,-84.84167688
1444.8,-84.78136205
1445.2,-84.72128957
1445.6,-84.66174293
1446,-84.60301659
1446.4,-84.54541359
1446.8,-84.48924283
1447.2,-84.43481645
1447.6,-84.38244712
1448,-84.33244533
1448.4,-84.28511685
1448.8,-84.24076023
1449.2,-84.19966456
1449.6,-84.16210728
1450,-84.12835227
1450.4,-84.09864815
1450.8,-84.07322676
1451.2,-84.05230189
1451.6,-84.03606832
1452,-84.02470107
