"70BCSV 	",
// AQ6370D OPTICAL SPECTRUM ANALYZER //                 ,
35,
CTRWL,1500
SPAN,200
START WL,1400
STOP WL,1600
WLFREQ,0
REFL,-70
LSCL,5
RESLN,2
AVG,1
SMPLAUTO,1
SMPL,501
SMPLINTVL,0.4
HIGH3,
MEAS,
LSUNT,1
NMSKH,OFF
RESCOR,0
RESCORMODE,2
SMOOTH,0
FIBERTYPE,0
MEASWL,1
SWPSPD,1
MODELNAME,AQ6370D
NEBWCAL0,0
NEBWCAL1,0
NEBWCALWL,0
RESPARM,10047
FREQPARM,10047
,
,
,
,
,
,
,
[TRACE DATA],
1400,-86.51795468
1400.4,-86.54718585
1400.8,-86.57744452
1401.2,-86.60872077
1401.6,-86.64099689
1402,-86.6742469
1402.4,-86.70843613
1402.8,-86.74352086
1403.2,-86.77944802
1403.6,-86.81615502
1404,-86.85356963
1404.4,-86.89160994
1404.8,-86.93018446
1405.2,-86.96919228
1405.6,-87.00852332
1406,-87.0480587
1406.4,-87.0876712
1406.8,-87.12722577
1407.2,-87.16658016
1407.6,-87.20558563
1408,-87.24408771
1408.4,-87.28192707
1408.8,-87.31894041
1409.2,-87.35496144
1409.6,-87.38982191
1410,-87.42335269
1410.4,-87.45538492
1410.8,-87.48575115
1411.2,-87.51428661
1411.6,-87.54083043
1412,-87.56522693
1412.4,-87.58732696
1412.8,-87.60698917
1413.2,-87.6240813
1413.6,-87.63848147
1414,-87.65007938
1414.4,-87.65877747
1414.8,-87.66449199
1415.2,-87.66715399
1415.6,-87.6667102
1416,-87.66312374
1416.4,-87.65637478
1416.8,-87.646461
1417.2,-87.63339789
1417.6,-87.61721892
1418,-87.59797556
1418.4,-87.57573709
1418.8,-87.55059027
1419.2,-87.52263893
1419.6,-87.49200327
1420,-87.45881914
1420.4,-87.42323708
1420.8,-87.38542135
1421.2,-87.34554865
1421.6,-87.3038069
1422,-87.26039377
1422.4,-87.21551516
1422.8,-87.16938358
1423.2,-87.12221644
1423.6,-87.07423429
1424,-87.02565897
1424.4,-86.97671177
1424.8,-86.92761157
1425.2,-86.87857298
1425.6,-86.82980447
1426,-86.78150656
1426.4,-86.73387008
1426.8,-86.68707445
1427.2,-86.64128609
1427.6,-86.59665693
1428,-86.55332297
1428.4,-86.51140306
1428.8,-86.47099782
1429.2,-86.4321886
1429.6,-86.39503675
1430,-86.35958303
1430.4,-86.3258471
1430.8,-86.29382741
1431.2,-86.26350105
1431.6,-86.23482405
1432,-86.20773167
1432.4,-86.18213905
1432.8,-86.15794198
1433.2,-86.13501789
1433.6,-86.11322702
1434,-86.09241376
1434.4,-86.07240818
1434.8,-86.05302764
1435.2,-86.03407859
1435.6,-86.01535848
1436,-85.99665772
1436.4,-85.97776178
1436.8,-85.9584533
1437.2,-85.9385143
1437.6,-85.91772838
1438,-85.89588297
1438.4,-85.87277154
1438.8,-85.84819585
1439.2,-85.82196809
1439.6,-85.7939131
1440,-85.76387035
1440.4,-85.73169603
1440.8,-85.69726487
1441.2,-85.66047195
1441.6,-85.62123435
1442,-85.57949257
1442.4,-85.53521189
1442.8,-85.48838348
1443.2,-85.43902534
1443.6,-85.38718298
1444,-85.33292997
1444.4,-85.27636822
1444.8,-85.21762801
1445.2,-85.15686784
1445.6,-85.09427405
1446,-85.03006017
1446.4,-84.96446613
1446.8,-84.89775717
1447.2,-84.83022267
1447.6,-84.76217469
1448,-84.69394644
1448.4,-84.62589052
1448.8,-84.55837703
1449.2,-84.49179162
1449.6,-84.42653338
1450,-84.36301256
1450.4,-84.30164834
1450.8,-84.2428664
1451.2,-84.1870965
1451.6,-84.13477
1452,-84.08631728
